Epoch,D_Loss,G_Loss
1,1.3407501512330418,0.7249863694451716
2,1.373085220858931,0.7009465515477472
3,1.3696170911941354,0.702880285680294
4,1.3619399285071516,0.7069555618991591
5,1.3550527018907408,0.7110971312408578
6,1.3498974693556354,0.7145839978230598
7,1.345036810323528,0.7180031326059337
8,1.3439342881718728,0.7187595646743361
9,1.3411960737550095,0.7208395262831422
10,1.339935099153214,0.7221504950972453
11,1.3398317145566419,0.7221183857144831
12,1.3396417329844819,0.7230338907405122
13,1.3353765434053935,0.7258425073604605
14,1.3428894456935256,0.7213978777941503
15,1.3442982518917894,0.7210882953176759
16,1.3474809779151935,0.7194592505693436
17,1.3513941497427144,0.717246528221592
18,1.3509269347882162,0.7181939406822261
19,1.354565272388393,0.7162126321770829
20,1.3563533521950517,0.7159791839177205
21,1.3623706880089355,0.7126535046930726
22,1.3656087366685474,0.7112155420595108
23,1.3753463555484602,0.7073664925141966
24,1.369408016403516,0.7116249897028213
25,1.3772007913145845,0.7110916555404119
26,1.3803749926150117,0.7106598416624004
27,1.3839338750803851,0.7116784028130579
28,1.3848492691642074,0.7121247947216034
29,1.385788772952611,0.7101393244378099
30,1.389893824685382,0.7080272936589642
31,1.3892122620725196,0.7089029757739747
32,1.390291732876268,0.7074338984271707
33,1.3918205102624959,0.7060774779755231
34,1.3930646768647785,0.7038863748992414
35,1.3967893827179252,0.7019683974858832
36,1.392612627550075,0.7042488910632047
37,1.3914231924705853,0.7039415448835996
38,1.3935820409968562,0.7025182495174342
39,1.3928056919275353,0.701598456325052
40,1.3898410540941644,0.7025333638536876
41,1.3905372474019386,0.7037107569918241
42,1.3914652167389927,0.7013294359660585
43,1.3892651085984218,0.7027191291456898
44,1.3891261727570399,0.7019352436269799
45,1.3892458799086749,0.7006746797937237
46,1.3901491512174475,0.7012556619840126
47,1.3881638217462253,0.7020205632532568
48,1.3901354655555394,0.6991077138272594
49,1.3892116419392633,0.7003444217859882
50,1.3875056601822648,0.7005457169116904
51,1.3880501371812604,0.6996118578736641
52,1.3866574116493469,0.6997916805961905
53,1.387467546277939,0.6986859078140564
54,1.3876857521463202,0.6992602896404593
55,1.386542940044512,0.6996273599803176
56,1.387470650346312,0.6983506732607541
57,1.3859094624922155,0.6987717771162726
58,1.3865413787566363,0.6981993755793463
59,1.38618823674988,0.6986875042455382
60,1.3867745141596555,0.6980721708642293
61,1.3862336771945432,0.6989198742800107
62,1.38707933428625,0.6971180967680396
63,1.3869294643946435,0.6980864840759534
64,1.3863302586965909,0.6976580236396289
65,1.3878100264017985,0.6979094039155468
66,1.3866667044625434,0.6974903767988018
67,1.3868167535763354,0.6972881799487218
68,1.386312207470746,0.6969516756667938
69,1.386816846385394,0.6980871789531621
70,1.3860241132511941,0.6983499625297986
71,1.3862879858713717,0.6969048096777097
72,1.3868956084120763,0.6976576251866611
73,1.3863212473044113,0.6982605082055205
74,1.3869056892177285,0.6972200863709733
75,1.3874176471200708,0.696732587840187
76,1.3864924823992872,0.697252567194096
77,1.3864240313637746,0.6963615905000194
78,1.3868119211093475,0.6978145266912844
79,1.3859311879769851,0.6970598575527265
80,1.3870419299221475,0.6971803736877223
81,1.3875029870228135,0.6963169203569356
82,1.386944952756847,0.6961914404682373
83,1.3858440156396665,0.6975535690172078
84,1.3853939202822507,0.6971623146030457
85,1.3859537379246325,0.696532871114881
86,1.385750138800438,0.6966774939946389
87,1.3849023447869575,0.6985566089074361
88,1.3859399095790026,0.697418196254397
89,1.385689118613391,0.6959042587576936
90,1.3854033774164713,0.6967129266085146
91,1.385091347985616,0.6979159698842867
92,1.3857425864973025,0.6962453820934035
93,1.3864742458955337,0.6954640979159913
94,1.3861667666941473,0.695915123269166
95,1.3857656881961649,0.6963438532532078
96,1.3859469689871078,0.696486016420741
97,1.3857946276120399,0.6955375558097069
98,1.3857876507386768,0.6964467875149152
99,1.3859301606814067,0.6960013676179598
100,1.3865240821147073,0.6956755475706706
101,1.386573802186474,0.6955603849670114
102,1.3854873491340576,0.6963653170150709
103,1.3862835247767027,0.6957485466923343
104,1.3860932557278027,0.6952582582763341
105,1.3855437085917006,0.6962623841142002
106,1.3863100614994084,0.6949698485808286
107,1.3860519080673723,0.6961914585333436
108,1.385920269984633,0.6959341921286496
109,1.3864503655939886,0.6950157169405728
110,1.3859646610201222,0.6954474884625439
111,1.3867410125389492,0.6942944019760715
112,1.386107102512769,0.6954657311921251
113,1.3865385563814476,0.6953443175173242
114,1.3869255733544423,0.6946272511188298
